councilors,voted_proportion,votes,year,municipality_code,party,municipality,main_party,region
1,5.09,480,2011,8196,PxC,Sant Andreu de la Barca,Others,Barcelona
6,42.4,427,2015,8288,CiU,Torrelles de Foix,CIU,Barcelona
1,7.86,631,2003,25040,PP,Balaguer,PP,Lleida
5,70.47,210,2015,17149,AEIFR,Riudaura,Others,Girona
9,87.13,535,2019,8149,OiSC - AM,Olost,ERC,Barcelona
1,32.72,36,2019,25152,JUNTS,Oluges,JxC,Lleida
4,54.74,52,2003,25247,CDA,Vilamòs,CIU,Lleida
5,43.68,754,2011,25021,PSC-PM,Almenar,PSC,Lleida
2,6.63,1563,2015,8096,CpG-CUP-PA,Granollers,CUP,Barcelona
1,9.8,128,2011,25012,PP,Alcoletge,PP,Lleida
4,74.32,55,2019,25221,VT-AM,Tírvia,ERC,Lleida
0,5.83,19,2015,17198,CiU,Torroella de Fluvià,CIU,Girona
0,0.02,215,2019,8019,PFiV,Barcelona,Others,Barcelona
0,4.87,15,2007,43030,PP,Bonastre,PP,Tarragona
5,33.89,347,2007,8296,MXV-ESQUERRA-AM,Vallromanes,ERC,Barcelona
0,0,0,2015,25124,PSC-CP,Lladurs,PSC,Lleida
2,9.84,1271,2015,17066,PP,Figueres,PP,Girona
0,3.4,14,2015,25093,PxC,Fondarella,Others,Lleida
3,26.05,685,2007,8183,CIU,Roda de Ter,CIU,Barcelona
0,2.04,1712,2015,8187,PACMA,Sabadell,PACMA,Barcelona
0,2.2,256,2015,8172,PxC,Premià de Mar,Others,Barcelona
1,62.26,66,2015,8060,ICR-AM,Castellfollit de Riubregós,ERC,Barcelona
0,2.08,444,2007,8096,CUP+EV,Granollers,CUP,Barcelona
0,2.43,5,2011,25208,PP,Soriguera,PP,Lleida
4,58.2,110,2019,8004,IA-AM,Alpens,ERC,Barcelona
1,7.41,264,2015,8209,PP,Sant Fost de Campsentelles,PP,Barcelona
0,2.82,151,2011,17147,ICV-EUiA-E,Ripoll,Podem,Girona
2,23.99,119,2015,25227,CiU,Torre de Cabdella,CIU,Lleida
4,28.17,689,2019,25003,JxCAT-JUNTS,Agramunt,JxC,Lleida
0,4.48,49,2011,8296,PP,Vallromanes,PP,Barcelona
7,90.45,237,2019,25125,JxCAT-JUNTS,Llardecans,JxC,Lleida
1,6.9,399,2011,25217,PP,Tàrrega,PP,Lleida
0,0,0,2003,8241,PP,Sant Sadurní d'Osormort,PP,Barcelona
2,15.85,316,2015,43060,SI-Solidaritat,Flix,Others,Tarragona
0,0.33,119,2015,8205,SI-Solidaritat,Sant Cugat del Vallès,Others,Barcelona
1,14.05,42,2007,17217,CIU,Viladamat,CIU,Girona
0,0,0,2015,17194,CP,Susqueda,PSC,Girona
3,35.26,183,2011,43121,CiU,Rasquera,CIU,Tarragona
8,33.53,2842,2007,8076,PSC-PM,Esparreguera,PSC,Barcelona
1,12.45,132,2015,43166,PP,Vilallonga del Camp,PP,Tarragona
0,3.38,213,2019,8072,PP,Corbera de Llobregat,PP,Barcelona
0,2.78,4,2015,8071,PP,Copons,PP,Barcelona
6,78.52,307,2003,43157,CIU,Ulldemolins,CIU,Tarragona
7,53.36,778,2007,43095,CIU,Morell,CIU,Tarragona
1,8.54,571,2003,8006,ICV-EPM,Arenys de Mar,Podem,Barcelona
6,73.92,309,2011,25168,CiU,Poal,CIU,Lleida
2,17.44,419,2003,17103,APM-AM,Maçanet de la Selva,ERC,Girona
1,6.29,250,2019,8067,CUP-TSP-AMUNT,Centelles,ERC,Barcelona
6,41.01,1059,2011,17202,CiU,Tossa de Mar,CIU,Girona
3,40.13,185,2019,17159,ERC-AM,Sant Feliu de Buixalleu,ERC,Girona
1,11.7,124,2015,8290,UGO,Ullastrell,Others,Barcelona
0,4.64,2080,2011,25120,ICV-EUiA-E,Lleida,Podem,Lleida
0,2.43,2,2019,8280,PP,Tavertet,PP,Barcelona
0,1.7,6,2019,17135,PSC-CP,Pont de Molins,PSC,Girona
6,41.46,1240,2003,43129,CIU,Riudoms,CIU,Tarragona
1,21.57,132,2003,8144,CIU,Olvan,CIU,Barcelona
0,0,0,2019,17136,PSC-CP,Pontós,PSC,Girona
3,47.51,105,2011,43041,TSC-FIC,Caseres,Podem,Tarragona
4,51.01,202,2015,8151,CiU,Oristà,CIU,Barcelona
3,16.7,928,2019,8218,JxCAT-JUNTS,Sant Joan de Vilatorrada,JxC,Barcelona
4,28.17,786,2015,8278,ERC-AM,Taradell,ERC,Barcelona
2,10.82,333,2019,17047,PSC-CP,Castelló d'Empúries,PSC,Girona
1,24.39,100,2015,25068,ERC-AM,Castellnou de Seana,ERC,Lleida
0,4.8,74,2015,43140,PxC,Santa Oliva,Others,Tarragona
5,46.15,36,2007,17052,FCIU,Siurana,CIU,Girona
3,47.91,264,2007,25225,CIU,Tornabous,CIU,Lleida
1,13.83,233,2003,17181,ERC-AM,Santa Cristina d'Aro,ERC,Girona
3,36.22,167,2019,17090,TxLL-ERC-AM,Llambilles,ERC,Girona
0,3.66,57,2007,8905,ESQUERRA-AM,Palma de Cervelló,ERC,Barcelona
0,3.94,144,2003,17034,PP,Calonge i Sant Antoni,PP,Girona
5,41.82,557,2015,8127,ERC-AM,Monistrol de Montserrat,ERC,Barcelona
2,18.98,403,2007,8075,CIU,Dosrius,CIU,Barcelona
1,11.84,58,2003,43063,PSC-PM,Galera,PSC,Tarragona
1,5.09,337,2007,43136,UMDC,Ràpita,Others,Tarragona
4,40.65,324,2007,43125,CIU,Riba-roja d'Ebre,CIU,Tarragona
1,5.88,228,2019,8208,SeC - ECG,Sant Esteve Sesrovires,Others,Barcelona
7,51.4,917,2003,17193,CIU,Sils,CIU,Girona
4,55.27,89,2019,43053,AD - AM,Duesaigües,ERC,Tarragona
0,2.12,152,2019,8284,MVxT,Tordera,Others,Barcelona
2,9.94,1970,2015,8077,PP,Esplugues de Llobregat,PP,Barcelona
2,10.35,1101,2015,8051,CiU,Castellar del Vallès,CIU,Barcelona
0,5.49,58,2011,8288,PP,Torrelles de Foix,PP,Barcelona
5,41.09,591,2019,25016,IxA-MES-UxA,Alguaire,Others,Lleida
7,41.42,1850,2019,8155,ERC-AM,Palafolls,ERC,Barcelona
5,50.37,269,2011,17903,GISJLLIB-AM,Sant Julià del Llor i Bonmatí,ERC,Girona
1,27.95,45,2007,8139,ESQUERRA-AM,Mura,ERC,Barcelona
10,51.42,3648,2003,17015,ERC-AM,Banyoles,ERC,Girona
6,28.33,1556,2007,8156,CIU,Palau-solità i Plegamans,CIU,Barcelona
2,10.31,451,2015,8181,ICV-EUiA-E,Roca del Vallès,Podem,Barcelona
2,9.14,1597,2003,8102,PP,Igualada,PP,Barcelona
0,5.3,83,2011,43095,PP,Morell,PP,Tarragona
3,46.01,75,2011,17029,ICV-EUiA-E,Boadella i les Escaules,Podem,Girona
8,27.24,6499,2015,8056,PP,Castelldefels,PP,Barcelona
7,87.3,213,2015,8081,CiU,Fogars de Montclús,CIU,Barcelona
3,9.79,5521,2019,25120,Cs,Lleida,Ciutadans,Lleida
8,53.59,1635,2003,8213,CIU,Sant Fruitós de Bages,CIU,Barcelona
1,80.65,50,2003,8241,CIU,Sant Sadurní d'Osormort,CIU,Barcelona
8,28.17,2441,2011,43037,CiU,Calafell,CIU,Tarragona
7,91.72,266,2019,17123,JxCAT-JUNTS,Palol de Revardit,JxC,Girona
2,23.79,49,2011,25208,PM,Soriguera,Others,Lleida
1,8.72,237,2019,17202,Cs,Tossa de Mar,Ciutadans,Girona
2,31.91,45,2011,17058,JpC-AM,Crespià,JxC,Girona
5,57.97,40,2007,43072,CIU,Lloar,CIU,Tarragona
1,7.44,369,2003,8009,AGR.AR.,Argentona,Others,Barcelona
4,25.98,1091,2007,8197,PP,Sant Andreu de Llavaneres,PP,Barcelona
0,0.1,84,2007,8101,E-2000,Hospitalet de Llobregat,Others,Barcelona
0,2.12,78,2007,8067,IC-CUP,Centelles,CUP,Barcelona
0,0.74,1,2011,17216,PP,Viladasens,PP,Girona
5,77.78,105,2003,25132,CIU,Massoteres,CIU,Lleida
2,25.05,136,2003,25134,CIU,Menàrguens,CIU,Lleida
1,5.93,436,2019,8136,PRIMÀRIES,Montornès del Vallès,Others,Barcelona
4,48.12,166,2011,8055,G.I.C.,Castellcir,Others,Barcelona
4,59.1,224,2007,25046,IB-AM,Belianes,ERC,Lleida
1,12.24,216,2007,17049,CIU,Celrà,CIU,Girona
1,7.93,401,2003,43004,CIU,Alcanar,CIU,Tarragona
0,32.35,44,2003,43091,ERC-AM,Mont-ral,ERC,Tarragona
1,17.53,61,2007,25244,AIPV,Vilagrassa,Others,Lleida
2,6.72,1596,2011,8184,ACR,Rubí,Others,Barcelona
6,76.21,221,2011,25244,CiU,Vilagrassa,CIU,Lleida
5,79.76,67,2003,17222,CIU,Vilaür,CIU,Girona
6,54.58,816,2003,17163,CIU,Sant Gregori,CIU,Girona
0,29.41,35,2003,43089,CIU,Montferri,CIU,Tarragona
0,9.7,65,2003,25133,PP,Maials,PP,Lleida
4,56.4,317,2019,25062,IxC-AM,Camarasa,ERC,Lleida
3,45.71,192,2003,43113,CIU,Pont d'Armentera,CIU,Tarragona
2,16.67,602,2015,8213,ERC-AM,Sant Fruitós de Bages,ERC,Barcelona
1,18.51,112,2007,17220,ESQUERRA-AM,Viladrau,ERC,Girona
4,41.36,371,2015,8066,CiU,Castellví de Rosanes,CIU,Barcelona
0,2.64,70,2007,43162,PP,Vandellòs i l'Hospitalet de l'Infant,PP,Tarragona
11,33.24,30942,2015,8101,PSC-CP,Hospitalet de Llobregat,PSC,Barcelona
0,5.49,40,2019,17111,PSC-CP,Navata,PSC,Girona
5,72.86,51,2003,17003,CIU,Albanyà,CIU,Girona
0,3.71,144,2019,8208,JxCAT-JUNTS,Sant Esteve Sesrovires,JxC,Barcelona
1,10.72,182,2011,8204,AESC-E,Sant Climent de Llobregat,Others,Barcelona
3,32.7,157,2019,17002,PIA,Aiguaviva,Others,Girona
3,20.08,533,2007,43162,PSC-PM,Vandellòs i l'Hospitalet de l'Infant,PSC,Tarragona
0,5.57,50,2015,8066,CRAI,Castellví de Rosanes,Others,Barcelona
6,49.16,647,2019,8222,POBLE 2.0 - JUN,Sant Llorenç d'Hortons,Others,Barcelona
0,15.09,24,2003,17196,CUPA-EPM,Terrades,CUP,Girona
3,47.4,91,2007,17112,IPO,Ogassa,Others,Girona
1,18.97,154,2003,25027,PSC-PM,Anglesola,PSC,Lleida
3,91.89,34,2011,43146,APS-E,Senan,Others,Tarragona
2,7.69,3938,2007,43148,ESQUERRA-AM,Tarragona,ERC,Tarragona
4,31.2,1050,2019,8251,ERC-AM,Santa Margarida i els Monjos,ERC,Barcelona
3,36.61,212,2007,8164,CIU,Pla del Penedès,CIU,Barcelona
4,15.72,1606,2015,8114,MM-E,Martorell,Others,Barcelona
0,2.44,792,2019,8113,PRIMÀRIES CATAL,Manresa,Others,Barcelona
1,5.26,514,2007,8270,ESQUERRA-AM,Sitges,ERC,Barcelona
1,13.84,80,2003,8097,PSC-PM,Gualba,PSC,Barcelona
6,34.61,1815,2019,8181,ERC-AM,Roca del Vallès,ERC,Barcelona
5,46.35,610,2019,17039,+C-ERC - AM,Camprodon,ERC,Girona
1,5.15,185,2011,17022,PP,Bisbal d'Empordà,PP,Girona
2,21.87,446,2011,17137,CiU,Porqueres,CIU,Girona
3,19.31,490,2015,8198,P.U.S.A.,Sant Antoni de Vilamajor,Others,Barcelona
1,11.43,160,2003,43043,ICV-EPM,Catllar,Podem,Tarragona
0,1.38,15,2003,8122,PP,Mediona,PP,Barcelona
2,21.78,186,2003,8290,U.G.O.,Ullastrell,Others,Barcelona
1,5.02,456,2019,8221,CUP-AMUNT,Sant Just Desvern,ERC,Barcelona
0,3.68,80,2007,43016,ICV-EUIA-EPM,Arboç,Podem,Tarragona
0,0.45,61,2015,43155,DN,Tortosa,Others,Tarragona
1,16.05,74,2003,25174,CIU,Portella,CIU,Lleida
0,3.31,126,2007,17034,PP,Calonge i Sant Antoni,PP,Girona
11,43.41,7786,2019,8298,JxCAT-JUNTS,Vic,JxC,Barcelona
1,52.87,46,2011,17197,PSC-PM,Torrent,PSC,Girona
1,70.41,69,2007,25201,ISB,Sarroca de Bellera,Others,Lleida
1,10.12,481,2019,8106,Cs,Llinars del Vallès,Ciutadans,Barcelona
2,27.49,287,2003,8049,PM,Casserres,Others,Barcelona
2,33.33,94,2015,8079,CiU,Estany,CIU,Barcelona
0,25.26,49,2003,25123,ICV-EPM,Lladorre,Podem,Lleida
5,17.21,1484,2019,43905,PSC-CP,Salou,PSC,Tarragona
3,20.49,539,2015,8210,CiU,Sant Feliu de Codines,CIU,Barcelona
1,8.42,144,2007,43064,ESQUERRA-AM,Gandesa,ERC,Tarragona
0,0.78,699,2003,8015,LEI,Badalona,Others,Barcelona
2,9.7,722,2011,43171,PP,Vila-seca,PP,Tarragona
2,33.33,149,2015,17200,CiU,Tortellà,CIU,Girona
1,12.66,272,2007,43902,ESQUERRA-AM,Sant Jaume d'Enveja,ERC,Tarragona
0,8.88,42,2007,43063,IPG-FIC,Galera,Podem,Tarragona
4,61.16,137,2003,25186,CIU,Riner,CIU,Lleida
2,47.06,32,2015,25145,ERC-AM,Nalec,ERC,Lleida
2,10.99,493,2015,8230,ERC-AM,Premià de Dalt,ERC,Barcelona
0,0,0,2019,25913,CxRC-CP,Riu de Cerdanya,PSC,Lleida
4,22.58,1493,2019,8161,PSC-CP,Piera,PSC,Barcelona
0,2.44,2,2015,25103,CP,Granyanella,PSC,Lleida
2,28.54,159,2019,25193,JUNTS,Sant Llorenç de Morunys,JxC,Lleida
8,71.15,831,2003,8037,ERC-AM,Calldetenes,ERC,Barcelona
0,1.69,50,2011,8020,iBEGUES.,Begues,Others,Barcelona
3,70.3,71,2015,8297,CiU,Veciana,CIU,Barcelona
1,9.11,144,2007,43043,PP,Catllar,PP,Tarragona
1,11.78,231,2003,8198,PSC-PM,Sant Antoni de Vilamajor,PSC,Barcelona
1,8.62,117,2019,43002,Cs,Albinyana,Ciutadans,Tarragona
4,66.14,84,2015,17191,CiU,Serra de Daró,CIU,Girona
1,8.73,262,2019,8210,PSC-CP,Sant Feliu de Codines,PSC,Barcelona
0,2.7,3,2011,17201,IdT-PM,Toses,PSC,Girona
1,8.1,212,2011,17033,ERC-AM,Caldes de Malavella,ERC,Girona
9,45.87,3667,2011,8219,CiU,Vilassar de Mar,CIU,Barcelona
0,4.41,143,2007,17089,P.P,Llagostera,PP,Girona
1,10.37,72,2019,8268,P.I.B.E.R.,Cercs,Others,Barcelona
4,30.96,514,2015,8215,CiU,Sant Hipòlit de Voltregà,CIU,Barcelona
3,12.64,1427,2011,8263,CiU,Sant Vicenç dels Horts,CIU,Barcelona
3,28.83,619,2007,17137,CIU,Porqueres,CIU,Girona
3,36.8,170,2003,43036,CIU,Cabra del Camp,CIU,Tarragona
1,11.04,130,2007,8246,CIU,Santa Eugènia de Berga,CIU,Barcelona
2,49.68,77,2011,8008,ERC-AM,Argençola,ERC,Barcelona
7,87.65,149,2011,43023,CiU,Bellmunt del Priorat,CIU,Tarragona
0,22.3,29,2019,17192,ELS UNITS,Setcases,Others,Girona
0,2.89,150,2007,8157,PP,Pallejà,PP,Barcelona
2,29.07,180,2019,25059,CDA-PNA,Bossòst,CIU,Lleida
6,45.61,1071,2003,8210,CIU,Sant Feliu de Codines,CIU,Barcelona
7,88,88,2011,17225,PM,Vilamacolum,Others,Girona
1,9.29,155,2019,8261,CASS,Santa Susanna,Others,Barcelona
4,53.56,158,2007,8079,ESQUERRA-AM,Estany,ERC,Barcelona
1,7.25,149,2007,43012,ESQUERRA-AM,Altafulla,ERC,Tarragona
1,6.44,225,2011,17034,CCSA,Calonge i Sant Antoni,Others,Girona
0,0,0,2003,8152,PP,Orpí,PP,Barcelona
5,61.33,157,2011,43164,PSC-PM,Vespella de Gaià,PSC,Tarragona
2,22.67,272,2003,17215,CIU,Vilablareix,CIU,Girona
1,21.46,50,2015,25208,ERC / ESQUE,Soriguera,ERC,Lleida
5,21.95,1463,2015,25040,EpB - AM,Balaguer,ERC,Lleida
12,50.3,5958,2019,8114,JUNTS,Martorell,JxC,Barcelona
1,7.46,167,2015,43005,ERC-AM,Alcover,ERC,Tarragona
7,28.6,2493,2019,17155,ERC-AM,Salt,ERC,Girona
3,45.69,159,2007,8299,PSC-PM,Vilada,PSC,Barcelona
1,45.39,64,2003,8087,PSC-GO.PM,Gallifa,PSC,Barcelona
4,24.03,1093,2019,17034,JxCat - JUNTS,Calonge i Sant Antoni,JxC,Girona
4,15.18,1048,2015,8112,CUP-PA,Manlleu,CUP,Barcelona
0,2.55,83,2003,17089,PP,Llagostera,PP,Girona
2,27.96,85,2015,17135,ERC-AM,Pont de Molins,ERC,Girona
4,61.9,273,2015,25252,CiU,Vila-sana,CIU,Lleida
1,13.24,67,2007,43175,PP,Vilalba dels Arcs,PP,Tarragona
0,0.17,21,2007,43163,IR-IRE,Vendrell,Others,Tarragona
5,26.37,953,2015,17034,ERC-AM,Calonge i Sant Antoni,ERC,Girona
1,10.91,535,2003,8218,ERC-AM,Sant Joan de Vilatorrada,ERC,Barcelona
4,58.77,67,2011,17232,ERC-AM,Vilopriu,ERC,Girona
3,39.92,97,2007,43070,IPG-AM,Guiamets,ERC,Tarragona
0,1.94,11742,2011,8019,C's,Barcelona,Ciutadans,Barcelona
2,46.72,57,2019,8272,IpS - AM,Sora,ERC,Barcelona
6,30.16,1831,2011,43136,CiU,Ràpita,CIU,Tarragona
0,3.53,193,2011,43153,FLT,Torredembarra,Others,Tarragona
4,23.26,1166,2011,8904,(AEB) (cav),Badia del Vallès,Others,Barcelona
5,60.49,49,2015,25105,CiU,Granyena de les Garrigues,CIU,Lleida
7,92.81,155,2011,43029,ERC-AM,Blancafort,ERC,Tarragona
7,97.73,388,2015,43084,EpM - AM,Miravet,ERC,Tarragona
2,22.82,225,2003,8148,PP,Olivella,PP,Barcelona
0,0.3,28,2019,17160,SOM CATALANS,Sant Feliu de Guíxols,Others,Girona
2,23.92,333,2003,8012,ERC-AM,Avinyó,ERC,Barcelona
2,13.36,572,2003,25072,IS,Cervera,Others,Lleida
5,63.98,302,2003,43090,PSC-PM,Montmell,PSC,Tarragona
2,9.08,601,2011,8221,PP,Sant Just Desvern,PP,Barcelona
3,41.45,80,2011,17087,Jm,Juià,Others,Girona
8,28.31,7252,2003,8096,CIU,Granollers,CIU,Barcelona
1,15.55,86,2011,17901,CiU,"Cruïlles, Monells i Sant Sadurní de l'Heura",CIU,Girona
1,6.85,180,2015,17103,PP,Maçanet de la Selva,PP,Girona
5,67.91,127,2011,25123,CiU,Lladorre,CIU,Lleida
1,8.8,432,2019,17199,CambTE,Torroella de Montgrí,Others,Girona
4,12.57,2926,2007,8184,ICV-EUIA-EPM,Rubí,Podem,Barcelona
2,10.33,917,2015,8076,CiU,Esparreguera,CIU,Barcelona
0,1.67,15,2015,8066,PP,Castellví de Rosanes,PP,Barcelona
1,7.33,497,2007,25040,ERC-AM,Balaguer,ERC,Lleida
4,51.52,85,2007,25179,CIU,Prullans,CIU,Lleida
0,0.69,38,2011,43153,ACCIÓCÍVICA,Torredembarra,Podem,Tarragona
0,9.17,10,2011,17188,PM,Selva de Mar,Others,Girona
0,1.36,317,2007,8184,FAVR,Rubí,Others,Barcelona
1,7.55,289,2015,8155,C's,Palafolls,Ciutadans,Barcelona
1,15.31,120,2011,43106,ERC-AM,Pinell de Brai,ERC,Tarragona
5,19.43,4504,2011,8169,PSC-PM,Prat de Llobregat,PSC,Barcelona
1,9.35,262,2003,17202,AEITU,Tossa de Mar,Others,Girona
1,30.92,30,2019,43122,SOMRIU-CP,Renau,PSC,Tarragona
4,52.34,168,2007,25250,ERC-AM,Vilanova de Meià,ERC,Lleida
4,53.1,60,2007,43141,CIU,Pontils,CIU,Tarragona
0,0,0,2003,43017,PP,Argentera,PP,Tarragona
5,79.67,98,2007,43083,CIU,Milà,CIU,Tarragona
2,18.91,416,2019,8204,SOM-ERC-AM,Sant Climent de Llobregat,ERC,Barcelona
2,17.59,413,2003,8210,ISFC-FIC,Sant Feliu de Codines,Podem,Barcelona
4,29.36,715,2011,17213,PSC-PM,Vidreres,PSC,Girona
0,0,0,2015,43073,PP,Llorac,PP,Tarragona
6,63.16,499,2003,17178,CIU,Sant Pere Pescador,CIU,Girona
0,4.2,72,2003,8182,CIU,Pont de Vilomara i Rocafort,CIU,Barcelona
2,7.02,2256,2011,17079,ICV-EUiA-E,Girona,Podem,Girona
7,33.52,1609,2019,43092,PSC-CP,Mont-roig del Camp,PSC,Tarragona
2,31.71,65,2007,25036,PSC-PM,Aspa,PSC,Lleida
2,24.58,188,2007,43056,CIU,Fatarella,CIU,Tarragona
0,3.39,51,2015,8905,PP,Palma de Cervelló,PP,Barcelona
1,7.87,116,2015,8098,DESPERTEM S,Sant Salvador de Guardiola,Others,Barcelona
1,19.24,76,2007,25255,TV-AM,Vinaixa,ERC,Lleida
3,23.5,396,2003,17181,CIU,Santa Cristina d'Aro,CIU,Girona
7,69.28,494,2019,43128,ERC-AM,Riudecols,ERC,Tarragona
1,6.08,614,2003,8231,ICV-EPM,Sant Pere de Ribes,Podem,Barcelona
6,47.04,947,2007,43138,CIU,Santa Bàrbara,CIU,Tarragona
2,25.25,100,2007,17002,PIA,Aiguaviva,Others,Girona
5,26.78,1056,2019,17048,JxCAT - JUNTS,Castell-Platja d'Aro,JxC,Girona
4,30.98,658,2003,8289,PM-ET,Torrelles de Llobregat,Others,Barcelona
2,15.55,453,2007,17164,PIG-EPM,Sant Hilari Sacalm,Others,Girona
7,54.84,827,2011,8018,CiU,Balsareny,CIU,Barcelona
6,54.71,360,2015,17138,CiU,Portbou,CIU,Girona
6,43.83,508,2007,8032,CIU,Caldes d'Estrac,CIU,Barcelona
9,86.89,484,2019,8258,OLÓ SOM TOTS-ER,Santa Maria d'Oló,Others,Barcelona
7,90.52,191,2015,8228,SMA-AM,Sant Martí Sesgueioles,ERC,Barcelona
0,2.62,59,2011,8075,PH,Dosrius,Others,Barcelona
3,21.26,679,2011,8267,PSC-PM,Sentmenat,PSC,Barcelona
11,53.45,2816,2007,8041,PSC-PM,Canovelles,PSC,Barcelona
3,30.48,342,2003,25204,ERC-AM,Seròs,ERC,Lleida
1,31.17,24,2007,25060,ICPM,Cabanabona,Podem,Lleida
0,2.12,381,2019,8298,VIC SENTIT COMU,Vic,Podem,Barcelona
1,6.89,314,2007,43051,ESQUERRA-AM,Cunit,ERC,Tarragona
4,52.3,91,2011,8903,PSC-PM,Sant Julià de Cerdanyola,PSC,Barcelona
6,62.75,364,2019,8224,IPSM,Sant Martí de Centelles,Others,Barcelona
3,26.07,473,2007,25228,PSC-PM,Torrefarrera,PSC,Lleida
7,63.06,770,2015,43108,CiU,Pla de Santa Maria,CIU,Tarragona
0,17.98,32,2007,17051,VC-IPCV-EPM,Cistella,Others,Girona
0,3.79,6,2019,17100,IdM-V-CP,Masarac,PSC,Girona
2,42.86,18,2015,25071,IpC,Cava,Others,Lleida
1,5.36,380,2003,17015,PP,Banyoles,PP,Girona
5,43.56,788,2015,43028,ERC-AM,Bisbal del Penedès,ERC,Tarragona
1,7.12,283,2007,8191,ICV-EUIA-EPM,Sallent,Podem,Barcelona
0,3.99,44,2003,43042,PP,Castellvell del Camp,PP,Tarragona
7,85.26,324,2019,43102,xP - AM,Paüls,ERC,Tarragona
6,39.32,924,2007,25243,CDA,Vielha e Mijaran,CIU,Lleida
1,20.19,109,2015,25155,PP,Organyà,PP,Lleida
4,25.41,893,2003,43086,ACM-PSC-IPM,Montblanc,PSC,Tarragona
1,14.86,241,2015,25119,CP,Juneda,PSC,Lleida
1,11.31,367,2015,17141,RCAT-P,Puigcerdà,Others,Girona
0,0.63,154,2011,8307,U.C.E.,Vilanova i la Geltrú,Others,Barcelona
0,28.32,32,2011,25152,CiU,Oluges,CIU,Lleida
2,35.53,97,2015,17065,JpE - ERC,Esponellà,ERC,Girona
4,32.51,807,2007,8115,CIU,Martorelles,CIU,Barcelona
6,57.81,411,2015,17025,AMI-B,Bordils,Others,Girona
2,23.76,105,2007,25086,PSC-PM,Esterri d'Àneu,PSC,Lleida
0,6.78,72,2015,25232,PP,Torres de Segre,PP,Lleida
2,8.55,2991,2003,8200,ERC-AM,Sant Boi de Llobregat,ERC,Barcelona
4,55.35,88,2003,43053,ID-FIC,Duesaigües,Podem,Tarragona
2,32.32,85,2003,25215,PSC-PM,Talarn,PSC,Lleida
3,11.56,3089,2011,8113,ERC-AM,Manresa,ERC,Barcelona
4,42,42,2007,8142,PM,Nou de Berguedà,Others,Barcelona
0,0,47,2019,8019,NPRS,Barcelona,Others,Barcelona
0,1.61,66,2011,8003,C.O.R.,Alella,Others,Barcelona
2,14.98,222,2011,43050,PSC-PM,Creixell,PSC,Tarragona
1,35,35,2011,25022,IxAB-AM,Alòs de Balaguer,ERC,Lleida
3,10.35,2650,2003,8096,PP,Granollers,PP,Barcelona
0,26.77,34,2007,8189,ISPS-PM,Sant Pere Sallavinera,PSC,Barcelona
1,17.54,67,2011,25245,UPDV-AM,Vilaller,ERC,Lleida
0,2.34,83,2007,8259,C'S,Santa Maria de Palautordera,Ciutadans,Barcelona
2,10.16,503,2011,8009,PSC-PM,Argentona,PSC,Barcelona
2,17.58,492,2003,8248,PSC-PM,Santa Eulàlia de Ronçana,PSC,Barcelona
5,61.88,138,2019,8275,TAV - JxCAT - J,Tavèrnoles,JxC,Barcelona
1,11.1,194,2019,43028,A,Bisbal del Penedès,CIU,Tarragona
0,1.06,6,2007,8134,PP,Figaró-Montmany,PP,Barcelona
1,35.71,15,2015,25031,PP,Arres,PP,Lleida
3,39.29,110,2015,17128,ERC-AM,Pau,ERC,Girona
4,58.09,140,2007,25082,IE-PM,Espot,PSC,Lleida
2,17.25,176,2019,25232,ERC-AM,Torres de Segre,ERC,Lleida
6,59.73,638,2019,25051,En-Cerd,Bellver de Cerdanya,Others,Lleida
6,75.51,296,2015,25174,CiU,Portella,CIU,Lleida
4,17.05,2345,2019,8123,JxM - Junts,Molins de Rei,Others,Barcelona
3,43.53,101,2011,25906,IVA-PM,Valls d'Aguilar,PSC,Lleida
5,64.6,177,2007,17198,PSC-PM,Torroella de Fluvià,PSC,Girona
7,88.5,177,2019,43134,JUNTS,Rourell,JxC,Tarragona
3,28.19,448,2019,25013,PSC-CP,Alfarràs,PSC,Lleida
4,19.43,1301,2011,8086,PSC-PM,Franqueses del Vallès,PSC,Barcelona
0,11.48,14,2011,43101,UPPIB-PM,Passanant i Belltall,PSC,Tarragona
1,5.32,1391,2003,8266,PAISC,Cerdanyola del Vallès,Others,Barcelona
7,50.45,898,2011,25034,ERC-AM,Artesa de Segre,ERC,Lleida
0,3.07,330,2015,17095,LLORET UNIDA,Lloret de Mar,Others,Girona
1,52.27,23,2019,43143,JUNTS,Savallà del Comtat,JxC,Tarragona
1,9.8,183,2007,25110,IPG-EPM,Guissona,Others,Lleida
2,15.07,410,2019,43012,JxCat-JUNTS,Altafulla,JxC,Tarragona
1,13.09,96,2019,8193,ERC-AM,Sant Iscle de Vallalta,ERC,Barcelona
0,1.52,79,2011,8074,SI,Cubelles,Others,Barcelona
2,7.65,919,2011,8252,ICV-EUiA-E,Barberà del Vallès,Podem,Barcelona
5,62.5,80,2003,25092,CIU,Floresta,CIU,Lleida
1,6.25,190,2007,8005,GRA,Ametlla del Vallès,Others,Barcelona
1,96.3,26,2007,8093,CIU,Gisclareny,CIU,Barcelona
9,48.99,4531,2019,17015,JxCAT - JUNTS,Banyoles,JxC,Girona
0,1.78,34,2011,8158,PP,Papiol,PP,Barcelona
0,5.68,23,2011,25002,PP,Àger,PP,Lleida
