councilors,voted_proportion,votes,year,municipality_code,party,municipality,main_party,region
0,4.39,5,2003,43115,PP,Pradell de la Teixeta,PP,Tarragona
1,15.38,148,2003,43111,PSC-PM,Pobla de Montornès,PSC,Tarragona
0,0.01,144,2019,8019,P-LIB,Barcelona,Others,Barcelona
5,32.67,953,2007,8278,ESQUERRA-AM,Taradell,ERC,Barcelona
1,14.32,64,2015,17200,CUP-PA-Capg,Tortellà,CUP,Girona
7,48.57,1884,2011,25207,ERC-AM,Solsona,ERC,Lleida
1,9.87,136,2007,43906,PP,Ampolla,PP,Tarragona
5,32.27,1063,2011,8213,CiU,Sant Fruitós de Bages,CIU,Barcelona
6,23.69,5307,2019,8211,PSC-CP,Sant Feliu de Llobregat,PSC,Barcelona
2,16.52,191,2007,8236,ESQUERRA-AM,Sant Quintí de Mediona,ERC,Barcelona
0,2.39,355,2003,17066,GIM,Figueres,Others,Girona
1,12.99,170,2003,25149,PP,Oliana,PP,Lleida
4,47.09,186,2007,25035,ISAM,Sentiu de Sió,Others,Lleida
6,39.52,1281,2007,17089,CIU,Llagostera,CIU,Girona
1,38.04,35,2003,25088,GE,Estamariu,Others,Lleida
5,47.34,400,2015,8013,PM-CP,Avinyonet del Penedès,PSC,Barcelona
1,13.95,112,2003,43106,PSC-PM,Pinell de Brai,PSC,Tarragona
5,38.69,462,2011,17086,ERC-AM,Jonquera,ERC,Girona
2,23.17,140,2019,8034,JpC-ERC-AM,Calders,JxC,Barcelona
2,22.65,94,2007,17204,CIU,Ullà,CIU,Girona
0,6.34,281,2015,8135,PP,Montmeló,PP,Barcelona
6,74.52,193,2007,43040,PSC-PM,Capçanes,PSC,Tarragona
3,25.06,315,2011,8064,AI - AM,Castellterçol,ERC,Barcelona
0,2.86,44,2015,8042,EPMCS-E,Cànoves i Samalús,Others,Barcelona
3,31.09,189,2011,43067,CiU,Ginestar,CIU,Tarragona
1,9.77,388,2011,8106,G.I.P.LL.,Llinars del Vallès,Others,Barcelona
1,14.04,66,2003,8256,ERC-AM,Santa Maria de Martorelles,ERC,Barcelona
2,11,582,2011,8295,PP,Vallirana,PP,Barcelona
7,83.41,186,2007,17224,CIU,Vilallonga de Ter,CIU,Girona
6,43.66,1082,2015,8010,CiU,Artés,CIU,Barcelona
2,23.96,156,2015,8164,IP-CP,Pla del Penedès,PSC,Barcelona
3,14.36,1319,2007,8118,ESQUERRA-AM,Masnou,ERC,Barcelona
0,1.44,69,2007,8904,ESQUERRA-AM,Badia del Vallès,ERC,Barcelona
1,7.41,650,2003,8051,ICV-EPM,Castellar del Vallès,Podem,Barcelona
1,15.7,114,2003,8146,PSC-PM,Olesa de Bonesvalls,PSC,Barcelona
0,5.77,154,2015,25234,PP,Tremp,PP,Lleida
4,22.58,1495,2007,43136,CIU,Ràpita,CIU,Tarragona
3,22.87,375,2011,43140,CiU,Santa Oliva,CIU,Tarragona
1,7.16,1475,2003,8056,ERC-AM,Castelldefels,ERC,Barcelona
2,20.78,379,2003,8075,CIU,Dosrius,CIU,Barcelona
1,5.89,268,2019,17034,PP,Calonge i Sant Antoni,PP,Girona
1,11.71,122,2015,8236,PP,Sant Quintí de Mediona,PP,Barcelona
0,4.23,18,2007,8128,PP,Monistrol de Calders,PP,Barcelona
0,1.17,109,2003,8219,GAMP-FIMCAT,Vilassar de Mar,Others,Barcelona
0,2.58,13,2007,25093,PP,Fondarella,PP,Lleida
0,3.09,16,2011,8048,JPC-PM,Carme,PSC,Barcelona
3,36.9,93,2003,43040,IPC-AM,Capçanes,ERC,Tarragona
1,62.5,30,2003,8057,CIU,Castell de l'Areny,CIU,Barcelona
0,2.36,113,2007,8074,GI-19,Cubelles,Others,Barcelona
7,85.02,244,2015,43169,UV-ERC,Vilaplana,ERC,Tarragona
6,30.35,1880,2015,43136,ERC-AM,Ràpita,ERC,Tarragona
1,13.53,245,2019,17036,CUP-AMUNT,Campdevànol,ERC,Girona
1,6.57,407,2015,43136,SI-Solidaritat,Ràpita,Others,Tarragona
5,54.03,610,2003,17056,CIU,Cornellà del Terri,CIU,Girona
9,64.46,1946,2015,17089,CiU,Llagostera,CIU,Girona
1,9.09,212,2011,17221,PP,Vilafant,PP,Girona
0,7.22,53,2019,43103,AMPEP-FIC,Perafort,Podem,Tarragona
0,6.01,160,2019,8902,Cs,Vilanova del Vallès,Ciutadans,Barcelona
4,25.41,774,2015,8248,Independent,Santa Eulàlia de Ronçana,Others,Barcelona
1,34.28,36,2019,25196,JxCAT-JUNTS,Sant Esteve de la Sarga,JxC,Lleida
3,23.6,539,2015,43012,L'EINA - AM,Altafulla,ERC,Tarragona
1,7.97,232,2015,8274,aiS,Súria,Others,Barcelona
1,31.71,26,2015,8253,ISMB-AM,Santa Maria de Besora,ERC,Barcelona
0,2.75,73,2019,17193,PP,Sils,PP,Girona
5,82.46,47,2011,43073,CiU,Llorac,CIU,Tarragona
4,40.66,257,2011,17211,CiU,Verges,CIU,Girona
0,2.73,2,2019,25097,IxF - CP,Fulleda,PSC,Lleida
5,47.66,753,2007,17142,PSC-PM,Quart,PSC,Girona
3,28.02,334,2007,25189,IPR-EPM,Rosselló,Others,Lleida
3,12.7,2304,2007,8077,ICV-EUIA-EPM,Esplugues de Llobregat,Podem,Barcelona
0,5.4,91,2003,17181,PP,Santa Cristina d'Aro,PP,Girona
0,2.13,55,2015,8183,PP,Roda de Ter,PP,Barcelona
0,2.96,4,2019,17216,PxV-CP,Viladasens,PSC,Girona
6,43.84,687,2011,43095,CiU,Morell,CIU,Tarragona
4,18.62,1597,2011,8076,CiU,Esparreguera,CIU,Barcelona
1,12.11,219,2019,43095,Cs,Morell,Ciutadans,Tarragona
1,5.15,318,2003,17152,ICV-EPM,Roses,Podem,Girona
3,33.52,235,2007,43170,JXV-AM,Vila-rodona,ERC,Tarragona
6,37.93,1069,2011,43145,CiU,Selva del Camp,CIU,Tarragona
0,3.98,442,2019,8260,JXCAT-JUNTS,Santa Perpètua de Mogoda,JxC,Barcelona
0,3.03,3,2011,43105,PM,Piles,Others,Tarragona
0,3.95,176,2015,8250,PxC,Santa Margarida de Montbui,Others,Barcelona
1,13.26,37,2007,8178,EPMR-EPM,Rajadell,Others,Barcelona
6,54.09,714,2015,43104,ERC-AM,Perelló,ERC,Tarragona
3,26.21,444,2007,8069,GIC-EPM,Collbató,Podem,Barcelona
2,22.28,400,2007,25119,ESQUERRA-AM,Juneda,ERC,Lleida
0,2.62,158,2019,8302,PODEMOS,Vilanova del Camí,Podem,Barcelona
1,27.78,30,2007,25196,CIU,Sant Esteve de la Sarga,CIU,Lleida
4,44.47,435,2019,8013,PM-CP,Avinyonet del Penedès,PSC,Barcelona
3,23.03,903,2015,25207,CiU,Solsona,CIU,Lleida
1,10.14,94,2015,25240,PP,Vallfogona de Balaguer,PP,Lleida
2,19.2,259,2003,8064,PSC-PM,Castellterçol,PSC,Barcelona
0,0.25,52,2011,8096,PFiV,Granollers,Others,Barcelona
3,43.66,217,2007,17011,CIU,Armentera,CIU,Girona
1,6.38,453,2019,8040,CUP-AMUNT,Canet de Mar,ERC,Barcelona
1,24.64,17,2015,25061,CXC-CP,Cabó,PSC,Lleida
3,31.5,297,2007,43009,CIU,Alforja,CIU,Tarragona
0,1.54,139,2011,8118,SI,Masnou,Others,Barcelona
3,9.91,4460,2019,8245,ERC-AM,Santa Coloma de Gramenet,ERC,Barcelona
3,51.43,54,2015,17080,ERC-AM,Gombrèn,ERC,Girona
5,36.34,1148,2011,25011,CiU,Alcarràs,CIU,Lleida
0,3.92,24,2003,8144,PP,Olvan,PP,Barcelona
0,3.79,290,2003,8202,PP,Sant Celoni,PP,Barcelona
1,5.72,1282,2019,8211,VxSF,Sant Feliu de Llobregat,Others,Barcelona
2,48.87,65,2015,25055,CUP-PA,Biosca,CUP,Lleida
0,10.34,18,2007,8242,PSC-PM,Marganell,PSC,Barcelona
2,9.76,646,2007,43136,ICV-EUIA-EPM,Ràpita,Podem,Tarragona
1,16.88,201,2011,43150,AT-AM,Tivissa,ERC,Tarragona
1,11.51,352,2019,43162,FIC,Vandellòs i l'Hospitalet de l'Infant,Podem,Tarragona
1,13.35,63,2003,43090,CIU,Montmell,CIU,Tarragona
4,58.16,328,2003,17190,CIU,Serinyà,CIU,Girona
0,2.53,92,2003,43051,FIC-FIC,Cunit,Podem,Tarragona
3,45.18,136,2015,17158,CiU,Sant Climent Sescebes,CIU,Girona
3,45.01,140,2019,43082,FM-F IC,Masroig,Podem,Tarragona
9,56.51,2473,2019,8023,ERC-INDEPENDENT,Bigues i Riells del Fai,ERC,Barcelona
11,55.77,5384,2003,17160,CIU,Sant Feliu de Guíxols,CIU,Girona
0,6.62,120,2011,8043,ERC-AM,Canyelles,ERC,Barcelona
1,8.02,397,2011,8009,ARGENTCATAM,Argentona,Others,Barcelona
0,35.04,48,2011,25253,PP,Vilosell,PP,Lleida
3,36.65,103,2011,17069,En-Cerd,Fontanals de Cerdanya,Others,Girona
2,23.57,103,2007,17101,PSC-PM,Massanes,PSC,Girona
0,3.82,192,2007,8054,ICV-EUIA-EPM,Castellbisbal,Podem,Barcelona
7,33.06,1506,2007,43051,PSC-PM,Cunit,PSC,Tarragona
2,23.67,107,2003,25239,UIVV,Valls de Valira,Others,Lleida
3,28.44,316,2019,43019,xtu,Ascó,Others,Tarragona
5,69.23,225,2003,17123,CIU,Palol de Revardit,CIU,Girona
7,34.1,2231,2011,8088,CiU,Garriga,CIU,Barcelona
0,1.77,12,2007,8226,PP,Sant Martí de Tous,PP,Barcelona
0,4.76,1240,2015,8301,CiU,Viladecans,CIU,Barcelona
0,3.01,396,2019,8172,ExP,Premià de Mar,Others,Barcelona
1,26.57,38,2007,8036,ESQUERRA-AM,Calonge de Segarra,ERC,Barcelona
3,26.89,188,2019,17120,JUNTS,Palau-saverdera,JxC,Girona
3,27.02,327,2011,8232,PSC-PM-GIR,Sant Pere de Riudebitlles,PSC,Barcelona
6,28.13,1999,2007,8022,PSC-PM,Berga,PSC,Barcelona
3,23.04,554,2011,8010,CUP-PA,Artés,CUP,Barcelona
9,39.92,2864,2019,8107,PSC-CP,Lliçà d'Amunt,PSC,Barcelona
3,46.09,59,2007,25904,ESQUERRA-AM,Castell de Mur,ERC,Lleida
1,79.31,46,2007,8095,CIU,Granera,CIU,Barcelona
8,31.65,3112,2003,43038,PSC-PM,Cambrils,PSC,Tarragona
0,0,0,2003,43015,PP,Arbolí,PP,Tarragona
4,27.61,814,2003,8044,PSC-PM,Capellades,PSC,Barcelona
2,19.41,99,2015,43119,ERC-AM,Puigpelat,ERC,Tarragona
4,29.21,824,2011,43044,FS-E,Sénia,Others,Tarragona
0,5.99,44,2011,43090,APM-E,Montmell,Others,Tarragona
7,15.63,95114,2007,8019,PP,Barcelona,PP,Barcelona
3,41.14,130,2011,43062,CiU,Freginals,CIU,Tarragona
5,51.94,548,2003,17150,CIU,Riudellots de la Selva,CIU,Girona
7,46.4,1676,2015,8067,PSC-CP,Centelles,PSC,Barcelona
7,85.64,167,2011,43098,CiU,Nulles,CIU,Tarragona
0,10.89,59,2011,25155,PP,Organyà,PP,Lleida
1,6.82,104,2007,8043,ESQUERRA-AM,Canyelles,ERC,Barcelona
6,53.15,743,2007,25052,CIU,Bellvís,CIU,Lleida
0,6.79,97,2007,8261,ESQUERRA-AM,Santa Susanna,ERC,Barcelona
2,7.32,6207,2011,8101,PxC,Hospitalet de Llobregat,Others,Barcelona
4,58.58,338,2007,17140,FCIU,Port de la Selva,CIU,Girona
3,14.67,1196,2015,17160,ERC-AM,Sant Feliu de Guíxols,ERC,Girona
7,36.02,1108,2019,17047,ERC-AM,Castelló d'Empúries,ERC,Girona
1,37.23,51,2003,43174,IPVB,Vilella Baixa,Others,Tarragona
1,35.19,38,2011,43046,CiU,Conesa,CIU,Tarragona
7,89.87,213,2003,8079,ERC-AM,Estany,ERC,Barcelona
1,26.81,37,2003,25175,PM,Prats i Sansor,Others,Lleida
2,45.24,57,2015,17061,CiU,Das,CIU,Girona
6,60.21,454,2003,8038,MAC-PM,Callús,PSC,Barcelona
4,69.62,94,2019,17143,JUNTS,Rabós,JxC,Girona
1,25.55,35,2007,8002,ESQUERRA-AM,Aguilar de Segarra,ERC,Barcelona
4,17.75,2253,2007,43163,PXC,Vendrell,VOX,Tarragona
0,1.76,53,2019,25058,PP,Borges Blanques,PP,Lleida
1,15.5,31,2011,8242,ICV-EUiA-E,Marganell,Podem,Barcelona
2,19.52,186,2003,43024,L'E*B-FIC,Bellvei,Podem,Tarragona
5,73.26,63,2011,17125,ERC-AM,Pardines,ERC,Girona
3,21.46,796,2019,17089,CUP-ALL-AMUNT,Llagostera,ERC,Girona
3,23.48,351,2003,17163,IPST.G-PM,Sant Gregori,PSC,Girona
2,14.95,666,2011,8250,V.V.,Santa Margarida de Montbui,Others,Barcelona
1,15.36,80,2011,8131,CiU,Montesquiu,CIU,Barcelona
3,42.42,252,2003,25138,CIU,Montgai,CIU,Lleida
1,32.48,38,2011,8152,CiU,Orpí,CIU,Barcelona
2,19.54,424,2003,43902,ICV-EPM,Sant Jaume d'Enveja,Podem,Tarragona
3,25.91,836,2003,17009,CUPA-EPM,Arbúcies,CUP,Girona
6,41.35,873,2007,8902,UXV,Vilanova del Vallès,Others,Barcelona
7,32.3,6671,2003,8211,ICV-EPM,Sant Feliu de Llobregat,Podem,Barcelona
2,30.97,96,2011,43065,PSC-PM,Garcia,PSC,Tarragona
1,7.16,238,2007,8267,PP,Sentmenat,PP,Barcelona
0,2.39,199,2007,8219,C'S,Vilassar de Mar,Ciutadans,Barcelona
6,50.93,820,2003,25016,CIU,Alguaire,CIU,Lleida
0,6.34,36,2011,43025,PP,Benifallet,PP,Tarragona
2,47.83,55,2003,25001,CIU,Abella de la Conca,CIU,Lleida
3,42.67,204,2019,43081,ERpM-AM,Maspujols,ERC,Tarragona
3,10.4,2480,2015,8056,ERC-AM,Castelldefels,ERC,Barcelona
2,31.43,94,2019,43120,IQ-F IC,Querol,Podem,Tarragona
0,3.67,123,2015,8192,PP,Santpedor,PP,Barcelona
5,68.75,55,2011,25088,CiU,Estamariu,CIU,Lleida
5,63.58,103,2007,25253,CIU,Vilosell,CIU,Lleida
1,9.14,432,2011,25137,ERC-AM,Mollerussa,ERC,Lleida
3,29.47,196,2007,8304,CIU,Vilobí del Penedès,CIU,Barcelona
0,4.56,105,2003,17033,PP,Caldes de Malavella,PP,Girona
1,16.79,70,2003,17026,PSC-PM,Borrassà,PSC,Girona
0,4.61,120,2015,8044,PP,Capellades,PP,Barcelona
3,40.82,180,2007,25231,CIU,Torrelameu,CIU,Lleida
5,37.27,1053,2003,25003,CIU,Agramunt,CIU,Lleida
5,65.85,162,2007,17010,CIU,Argelaguer,CIU,Girona
5,60.29,82,2003,17084,CIU,Isòvol,CIU,Girona
2,13.86,553,2019,8192,CP,Santpedor,PSC,Barcelona
3,28,378,2015,17073,ERC-AM,Fornells de la Selva,ERC,Girona
1,8.78,625,2019,25040,CUP-Amunt,Balaguer,CUP,Lleida
0,0,0,2019,25075,PSC-CP,Clariana de Cardener,PSC,Lleida
0,0.08,4,2003,8054,P.DE.P.,Castellbisbal,Others,Barcelona
0,0.76,1,2015,25249,CP,Vilanova de l'Aguda,PSC,Lleida
1,15.34,181,2015,43137,PSC-CP,Sant Jaume dels Domenys,PSC,Tarragona
1,5.09,368,2011,8202,ICV-EUiA-E,Sant Celoni,Podem,Barcelona
0,3.43,57,2003,8117,PP,Masies de Voltregà,PP,Barcelona
1,96.66,29,2019,8177,ERC-AM,Quar,ERC,Barcelona
3,14.52,1733,2011,8125,PP,Montcada i Reixac,PP,Barcelona
1,8.57,323,2003,8259,PP,Santa Maria de Palautordera,PP,Barcelona
1,92.31,36,2015,8057,CiU,Castell de l'Areny,CIU,Barcelona
1,10.08,74,2011,43090,CXM-PA,Montmell,Others,Tarragona
4,14.2,1918,2019,43038,Cs,Cambrils,Ciutadans,Tarragona
5,32.93,941,2015,8281,GT,Teià,Others,Barcelona
0,0.28,142,2015,25120,UPyD,Lleida,Ciutadans,Lleida
1,14.1,54,2003,25151,ERC-AM,Olius,ERC,Lleida
6,49.01,645,2019,17039,TPC-CP,Camprodon,PSC,Girona
2,24.14,63,2015,43099,Entesa - AM,Palma d'Ebre,ERC,Tarragona
1,6.83,459,2011,8046,GPC-F.I.C.,Cardedeu,Others,Barcelona
0,19.23,15,2007,17052,PSC-PM,Siurana,PSC,Girona
3,29.77,363,2019,25209,FM-ERC-AM,Sort,ERC,Lleida
2,27.11,183,2007,43149,CIU,Tivenys,CIU,Tarragona
0,5.88,8,2007,17151,ERC-AM,Riumors,ERC,Girona
3,37.38,114,2007,25191,CIU,Sanaüja,CIU,Lleida
6,72.12,225,2011,8153,CiU,Òrrius,CIU,Barcelona
1,18.45,95,2011,43032,EpB - AM,Bot,ERC,Tarragona
0,29.23,19,2019,43073,ERC-AM,Llorac,ERC,Tarragona
3,11.03,4871,2019,8205,CUP-AMUNT,Sant Cugat del Vallès,ERC,Barcelona
4,15.14,4206,2019,8096,ERC-AM,Granollers,ERC,Barcelona
4,58.56,65,2007,25132,CIU,Massoteres,CIU,Lleida
4,52.48,74,2003,8087,UL-AM,Gallifa,ERC,Barcelona
3,35.42,425,2007,25158,CIU,Palau d'Anglesola,CIU,Lleida
0,6.5,8,2015,25175,PP,Prats i Sansor,PP,Lleida
3,41.84,218,2003,17200,CIU,Tortellà,CIU,Girona
1,38.41,63,2011,25166,CiU,Pinell de Solsonès,CIU,Lleida
4,53.15,76,2007,8036,ICS-PM,Calonge de Segarra,PSC,Barcelona
0,0.58,187,2011,17079,DES DE BAIX,Girona,Others,Girona
3,48.34,189,2007,25002,CIU,Àger,CIU,Lleida
3,22.48,536,2011,17092,PSC-PM,Llançà,PSC,Girona
4,51.3,276,2003,43121,ERC-AM,Rasquera,ERC,Tarragona
8,34.85,2798,2007,17155,CIU,Salt,CIU,Girona
6,28.14,2082,2011,8238,CiU,Sant Quirze del Vallès,CIU,Barcelona
4,47.64,131,2007,25165,CIU,Peramola,CIU,Lleida
1,10.66,156,2015,8203,ERC-AM,Sant Cebrià de Vallalta,ERC,Barcelona
0,2.11,4,2015,8276,PP,Tagamanent,PP,Barcelona
5,58.33,98,2007,25049,CIU,Bellmunt d'Urgell,CIU,Lleida
2,11.39,2363,2019,8089,Cs,Gavà,Ciutadans,Barcelona
4,62.01,80,2019,25253,JUNTS,Vilosell,JxC,Lleida
0,21.43,27,2007,17031,FCIU,Cabanelles,CIU,Girona
9,45.97,4679,2019,8238,Junts - ERC - A,Sant Quirze del Vallès,ERC,Barcelona
1,7.97,591,2015,8088,PSC-CP,Garriga,PSC,Barcelona
2,20,321,2019,8207,ERC-AM,Sant Esteve de Palautordera,ERC,Barcelona
3,24.37,1087,2003,8135,ICV-EPM,Montmeló,Podem,Barcelona
3,28.41,271,2003,43142,UPERSARRAL,Sarral,Others,Tarragona
1,6.49,434,2015,8006,ICV-E,Arenys de Mar,Podem,Barcelona
0,7.7,132,2003,8269,ERC-AM,Seva,ERC,Barcelona
9,73.34,1984,2019,8092,JxCAT-JUNTS,Gironella,JxC,Barcelona
0,8.46,62,2015,43011,PP,Almoster,PP,Tarragona
0,2.08,13,2011,17190,PP,Serinyà,PP,Girona
0,3.55,812,2011,8301,C's,Viladecans,Ciutadans,Barcelona
0,4.46,155,2019,25011,Cs,Alcarràs,Ciutadans,Lleida
2,29.6,103,2007,17064,ID'EPM,Espolla,Others,Girona
3,38.07,488,2003,43150,IPM,Tivissa,Others,Tarragona
5,70.56,187,2019,25164,JxCAT-JUNTS,Penelles,JxC,Lleida
0,0.82,1,2011,43101,PP,Passanant i Belltall,PP,Tarragona
4,29.28,594,2011,43902,CiU,Sant Jaume d'Enveja,CIU,Tarragona
0,0.22,1,2007,8179,PP,Rellinars,PP,Barcelona
0,8.12,66,2019,25182,A,Puigverd de Lleida,CIU,Lleida
2,21.72,53,2007,25208,ERC-AM,Soriguera,ERC,Lleida
1,6.41,475,2011,8112,ICV-EUiA-E,Manlleu,Podem,Barcelona
2,44.06,78,2019,17136,JUNTS,Pontós,JxC,Girona
3,47.72,220,2007,17035,ESQUERRA-AM,Camós,ERC,Girona
5,41.49,702,2007,25171,CIU,Pobla de Segur,CIU,Lleida
0,1.61,3,2003,25181,PP,Puigverd d'Agramunt,PP,Lleida
0,0.27,81,2011,8073,MxS,Cornellà de Llobregat,Others,Barcelona
2,22.86,208,2015,8061,CiU,Castellgalí,CIU,Barcelona
4,26.05,365,2007,43050,PP-UPC,Creixell,Others,Tarragona
6,23.36,2347,2011,17095,MILLOR,Lloret de Mar,Others,Girona
3,28.55,191,2007,25254,CIU,Vilanova de la Barca,CIU,Lleida
3,12.3,1558,2003,8172,ERC-AM,Premià de Mar,ERC,Barcelona
0,4.87,10,2019,25017,CxA-CP,Alins,PSC,Lleida
3,10.04,2492,2015,8266,PP,Cerdanyola del Vallès,PP,Barcelona
6,20.11,5430,2019,8056,PSC-CP,Castelldefels,PSC,Barcelona
7,73.03,428,2019,17190,GpS-AM,Serinyà,ERC,Girona
4,63.78,118,2003,17051,ERC-AM,Cistella,ERC,Girona
3,44.9,141,2019,25255,JxCAT-JUNTS,Vinaixa,JxC,Lleida
7,74.03,114,2007,43059,CIU,Figuerola del Camp,CIU,Tarragona
7,89.78,202,2003,43081,CIU,Maspujols,CIU,Tarragona
2,11.22,698,2007,17152,PP,Roses,PP,Girona
5,51.41,236,2019,17204,CTU-PSC-CP,Ullà,PSC,Girona
5,50.69,404,2019,25027,JxCAT - JUNTS,Anglesola,JxC,Lleida
1,32.59,44,2019,17143,ERC-AM,Rabós,ERC,Girona
3,14.98,1457,2015,43161,PSC-CP,Valls,PSC,Tarragona
1,5.16,583,2003,8123,PP,Molins de Rei,PP,Barcelona
0,15.12,13,2003,25201,PSC-PM,Sarroca de Bellera,PSC,Lleida
0,1.08,1,2011,25064,PP,Castellar de la Ribera,PP,Lleida
4,60.19,62,2003,17216,CIU,Viladasens,CIU,Girona
6,29.76,2519,2019,8088,JUNTS,Garriga,JxC,Barcelona
0,0,0,2015,17201,IdT-CP,Toses,PSC,Girona
5,38.46,735,2011,8158,J,Papiol,Others,Barcelona
5,51.02,374,2011,25182,PSC-PM,Puigverd de Lleida,PSC,Lleida
3,46.57,143,2019,25037,JUNTS,Avellanes i Santa Linya,JxC,Lleida
6,49.79,828,2011,8215,PSC-PM,Sant Hipòlit de Voltregà,PSC,Barcelona
4,18.78,1307,2015,8035,ERC-AM,Calella,ERC,Barcelona
1,5.72,342,2003,8105,EUNITARIA,Llagosta,Others,Barcelona
0,4.35,213,2019,8120,PP,Matadepera,PP,Barcelona
1,5.73,159,2011,43131,C's,Roda de Berà,Ciutadans,Tarragona
0,2.71,390,2007,17023,C'S,Blanes,Ciutadans,Girona
6,51.08,712,2003,17146,CIU,Riells i Viabrea,CIU,Girona
1,10.46,280,2007,17103,NM-EPM,Maçanet de la Selva,Others,Girona
4,58.84,223,2011,8212,ERC-AM,Sant Feliu Sasserra,ERC,Barcelona
2,55.44,56,2019,17197,JxCAT - JUNTS,Torrent,JxC,Girona
0,0,0,2019,17222,PSC-CP,Vilaür,PSC,Girona
2,16.8,326,2019,8286,ERC-AM,Torre de Claramunt,ERC,Barcelona
0,5.3,8,2003,8276,PP,Tagamanent,PP,Barcelona
0,6.37,34,2003,8104,PP,Llacuna,PP,Barcelona
0,24.17,29,2003,17070,IPF-EPM,Fontanilles,Others,Girona
0,6.2,110,2003,43064,PSC-PM,Gandesa,PSC,Tarragona
0,0.16,979,2011,8019,PCPC,Barcelona,Podem,Barcelona
2,23,115,2007,17187,CIU,"Saus, Camallera i Llampaies",CIU,Girona
5,36.24,566,2007,25172,IPPM,Ponts,Others,Lleida
7,75.93,82,2007,17225,PSC-PM,Vilamacolum,PSC,Girona
4,53.6,290,2015,25121,UA-CP,Les,PSC,Lleida
7,69.02,528,2003,8287,CIU,Torrelavit,CIU,Barcelona
1,36.58,45,2019,43069,CP,Gratallops,PSC,Tarragona
6,47.65,709,2011,25013,PSC-PM,Alfarràs,PSC,Lleida
4,57.44,247,2007,43118,PSC-PM,Pratdip,PSC,Tarragona
2,26.13,232,2007,8268,PSC-PM,Cercs,PSC,Barcelona
2,27.52,172,2003,17046,PSC-PM,Castellfollit de la Roca,PSC,Girona
3,24.33,466,2015,17013,JxB- E- ERC,Begur,ERC,Girona
0,3.43,281,2007,43037,ICV-EUIA-EPM,Calafell,Podem,Tarragona
4,21.92,1245,2011,8006,PSC-PM,Arenys de Mar,PSC,Barcelona
5,32.42,866,2015,25023,CiU,Alpicat,CIU,Lleida
1,12.56,57,2007,43077,PP,Mas de Barberans,PP,Tarragona
5,36.22,873,2007,8291,U.I.P.V.,Vacarisses,Others,Barcelona
2,19.4,142,2015,8146,ERC-AM,Olesa de Bonesvalls,ERC,Barcelona
5,58.77,67,2003,43115,CIU,Pradell de la Teixeta,CIU,Tarragona
3,33.95,166,2015,43001,CiU,Aiguamúrcia,CIU,Tarragona
2,20.36,166,2019,8292,ERC-AM,Vallbona d'Anoia,ERC,Barcelona
1,6.54,172,2003,8167,ERC-AM,Polinyà,ERC,Barcelona
0,1.75,268,2019,8125,VOX,Montcada i Reixac,VOX,Barcelona
5,46.51,460,2007,25220,AIPNPM,Térmens,Others,Lleida
3,64.2,52,2015,17037,IdC - AM,Campelles,ERC,Girona
2,30.46,145,2003,17214,ERC-AM,Vilabertran,ERC,Girona
7,31.95,2971,2003,8076,EP-ICVI-EPM,Esparreguera,Podem,Barcelona
0,6.45,65,2015,8288,PP,Torrelles de Foix,PP,Barcelona
7,73.84,398,2019,25192,ERC-AM,Sant Guim de Freixenet,ERC,Lleida
8,60.99,1124,2003,25013,CIU,Alfarràs,CIU,Lleida
4,34.41,438,2011,25230,PSC-PM,Torregrossa,PSC,Lleida
7,33.93,1439,2011,8181,CiU,Roca del Vallès,CIU,Barcelona
1,7.52,433,2015,43153,CUP-PA,Torredembarra,CUP,Tarragona
1,90,27,2003,25045,CDA,Bausen,CIU,Lleida
4,52.49,327,2011,25009,TFA-AM,Albi,ERC,Lleida
1,10.04,148,2015,8098,FFSSG,Sant Salvador de Guardiola,Others,Barcelona
1,10.61,344,2011,8300,PVA,Viladecavalls,Others,Barcelona
6,47.98,904,2011,43028,ERC-AM,Bisbal del Penedès,ERC,Tarragona
3,59.4,60,2019,25224,JxCAT - JUNTS,Torms,JxC,Lleida
0,4.4,33,2011,8084,PP,Fonollosa,PP,Barcelona
0,3.12,86,2019,43093,Cs,Móra d'Ebre,Ciutadans,Tarragona
5,53.49,467,2011,17184,UxSP - AM,Santa Pau,ERC,Girona
1,7.96,211,2019,17193,SEC-ECG,Sils,Others,Girona
0,2.51,167,2011,8022,ICV-EUiA-E,Berga,Podem,Barcelona
4,55.83,249,2003,43118,PSC-PM,Pratdip,PSC,Tarragona
1,6.75,452,2011,8086,PP,Franqueses del Vallès,PP,Barcelona
1,7.7,505,2011,8033,PP,Caldes de Montbui,PP,Barcelona
1,27.77,15,2019,8095,ERC-AM,Granera,ERC,Barcelona
4,32.01,872,2007,8248,I-ESQUERRA-AM,Santa Eulàlia de Ronçana,ERC,Barcelona
5,63.51,195,2019,17060,JxD - JUNTS,Darnius,JxC,Girona
2,32.48,38,2011,25201,CiU,Sarroca de Bellera,CIU,Lleida
4,55.99,173,2011,25142,ERC-AM,Montoliu de Lleida,ERC,Lleida
2,20.02,173,2007,25027,ICV-EPM,Anglesola,Podem,Lleida
1,14.06,88,2011,25115,ERC-AM,Isona i Conca Dellà,ERC,Lleida
3,40,168,2003,43113,IUDPA,Pont d'Armentera,Others,Tarragona
2,26.93,108,2011,43077,UMdC,Mas de Barberans,Others,Tarragona
